date,ticker,close
2022-10-25,AAPL,152.34
2022-10-26,AAPL,149.35
2022-10-27,AAPL,144.8
2022-10-28,AAPL,155.74
2022-10-31,AAPL,153.34
2022-11-01,AAPL,150.65
2022-11-02,AAPL,145.03
2022-11-03,AAPL,138.88
2022-11-04,AAPL,138.38
2022-11-07,AAPL,138.92
2022-11-08,AAPL,139.5
2022-11-09,AAPL,134.87
2022-11-10,AAPL,146.87
2022-11-11,AAPL,149.7
2022-11-14,AAPL,148.28
2022-11-15,AAPL,150.04
2022-11-16,AAPL,148.79
2022-11-17,AAPL,150.72
2022-11-18,AAPL,151.29
2022-11-21,AAPL,148.01
2022-11-22,AAPL,150.18
2022-11-23,AAPL,151.07
2022-11-25,AAPL,148.11
2022-11-28,AAPL,144.22
2022-11-29,AAPL,141.17
2022-11-30,AAPL,148.03
2022-12-01,AAPL,148.31
2022-12-02,AAPL,147.81
2022-12-05,AAPL,146.63
2022-12-06,AAPL,142.91
2022-12-07,AAPL,140.94
2022-12-08,AAPL,142.65
2022-12-09,AAPL,142.16
2022-12-12,AAPL,144.49
2022-12-13,AAPL,145.47
2022-12-14,AAPL,143.21
2022-12-15,AAPL,136.5
2022-12-16,AAPL,134.51
2022-12-19,AAPL,132.37
2022-12-20,AAPL,132.3
2022-12-21,AAPL,135.45
2022-12-22,AAPL,132.23
2022-12-23,AAPL,131.86
2022-12-27,AAPL,130.03
2022-12-28,AAPL,126.04
2022-12-29,AAPL,129.61
2022-12-30,AAPL,129.93
2023-01-03,AAPL,125.07
2023-01-04,AAPL,126.36
2023-01-05,AAPL,125.02
2023-01-06,AAPL,129.62
2023-01-09,AAPL,130.15
2023-01-10,AAPL,130.73
2023-01-11,AAPL,133.49
2023-01-12,AAPL,133.41
2023-01-13,AAPL,134.76
2023-01-17,AAPL,135.94
2023-01-18,AAPL,135.21
2023-01-19,AAPL,135.27
2023-01-20,AAPL,137.87
2023-01-23,AAPL,141.11
2023-01-24,AAPL,142.53
2023-01-25,AAPL,141.86
2023-01-26,AAPL,143.96
2023-01-27,AAPL,145.93
2023-01-30,AAPL,143
2023-01-31,AAPL,144.29
2023-02-01,AAPL,145.43
2023-02-02,AAPL,150.82
2023-02-03,AAPL,154.5
2023-02-06,AAPL,151.73
2023-02-07,AAPL,154.65
2023-02-08,AAPL,151.92
2023-02-09,AAPL,150.87
2023-02-10,AAPL,151.01
2023-02-13,AAPL,153.85
2023-02-14,AAPL,153.2
2023-02-15,AAPL,155.33
2023-02-16,AAPL,153.71
2023-02-17,AAPL,152.55
2023-02-21,AAPL,148.48
2023-02-22,AAPL,148.91
2023-02-23,AAPL,149.4
2023-02-24,AAPL,146.71
2023-02-27,AAPL,147.92
2023-02-28,AAPL,147.41
2023-03-01,AAPL,145.31
2023-03-02,AAPL,145.91
2023-03-03,AAPL,151.03
2023-03-06,AAPL,153.83
2023-03-07,AAPL,151.6
2023-03-08,AAPL,152.87
2023-03-09,AAPL,150.59
2023-03-10,AAPL,148.5
2023-03-13,AAPL,150.47
2023-03-14,AAPL,152.59
2023-03-15,AAPL,152.99
2023-03-16,AAPL,155.85
2023-03-17,AAPL,155
2023-03-20,AAPL,157.4
2023-03-21,AAPL,159.28
2023-03-22,AAPL,157.83
2023-03-23,AAPL,158.93
2023-03-24,AAPL,160.25
2023-03-27,AAPL,158.28
2023-03-28,AAPL,157.65
2023-03-29,AAPL,160.77
2023-03-30,AAPL,162.36
2023-03-31,AAPL,164.9
2023-04-03,AAPL,166.17
2023-04-04,AAPL,165.63
2023-04-05,AAPL,163.76
2023-04-06,AAPL,164.66
2023-04-10,AAPL,162.03
2023-04-11,AAPL,160.8
2023-04-12,AAPL,160.1
2023-04-13,AAPL,165.56
2023-04-14,AAPL,165.21
2023-04-17,AAPL,165.23
2023-04-18,AAPL,166.47
2023-04-19,AAPL,167.63
2023-04-20,AAPL,166.65
2023-04-21,AAPL,165.02
2023-04-24,AAPL,165.33
2023-04-25,AAPL,163.77
2023-04-26,AAPL,163.76
2023-04-27,AAPL,168.41
2023-04-28,AAPL,169.68
2023-05-01,AAPL,169.59
2023-05-02,AAPL,168.54
2023-05-03,AAPL,167.45
2023-05-04,AAPL,165.79
2023-05-05,AAPL,173.57
2023-05-08,AAPL,173.5
2023-05-09,AAPL,171.77
2023-05-10,AAPL,173.56
2023-05-11,AAPL,173.75
2023-05-12,AAPL,172.57
2023-05-15,AAPL,172.07
2023-05-16,AAPL,172.07
2023-05-17,AAPL,172.69
2023-05-18,AAPL,175.05
2023-05-19,AAPL,175.16
2023-05-22,AAPL,174.2
2023-05-23,AAPL,171.56
2023-05-24,AAPL,171.84
2023-05-25,AAPL,172.99
2023-05-26,AAPL,175.43
2023-05-30,AAPL,177.3
2023-05-31,AAPL,177.25
2023-06-01,AAPL,180.09
2023-06-02,AAPL,180.95
2023-06-05,AAPL,179.58
2023-06-06,AAPL,179.21
2023-06-07,AAPL,177.82
2023-06-08,AAPL,180.57
2023-06-09,AAPL,180.96
2023-06-12,AAPL,183.79
2023-06-13,AAPL,183.31
2023-06-14,AAPL,183.95
2023-06-15,AAPL,186.01
2023-06-16,AAPL,184.92
2023-06-20,AAPL,185.01
2023-06-21,AAPL,183.96
2023-06-22,AAPL,187
2023-06-23,AAPL,186.68
2023-06-26,AAPL,185.27
2023-06-27,AAPL,188.06
2023-06-28,AAPL,189.25
2023-06-29,AAPL,189.59
2023-06-30,AAPL,193.97
2023-07-03,AAPL,192.46
2023-07-05,AAPL,191.33
2023-07-06,AAPL,191.81
2023-07-07,AAPL,190.68
2023-07-10,AAPL,188.61
2023-07-11,AAPL,188.08
2023-07-12,AAPL,189.77
2023-07-13,AAPL,190.54
2023-07-14,AAPL,190.69
2023-07-17,AAPL,193.99
2023-07-18,AAPL,193.73
2023-07-19,AAPL,195.1
2023-07-20,AAPL,193.13
2023-07-21,AAPL,191.94
2023-07-24,AAPL,192.75
2023-07-25,AAPL,193.62
2023-07-26,AAPL,194.5
2023-07-27,AAPL,193.22
2023-07-28,AAPL,195.83
2023-07-31,AAPL,196.45
2023-08-01,AAPL,195.61
2023-08-02,AAPL,192.58
2023-08-03,AAPL,191.17
2023-08-04,AAPL,181.99
2023-08-07,AAPL,178.85
2023-08-08,AAPL,179.8
2023-08-09,AAPL,178.19
2023-08-10,AAPL,177.97
2023-08-11,AAPL,177.79
2023-08-14,AAPL,179.46
2023-08-15,AAPL,177.45
2023-08-16,AAPL,176.57
2023-08-17,AAPL,174
2023-08-18,AAPL,174.49
2023-08-21,AAPL,175.84
2023-08-22,AAPL,177.23
2023-08-23,AAPL,181.12
2023-08-24,AAPL,176.38
2023-08-25,AAPL,178.61
2023-08-28,AAPL,180.19
2023-08-29,AAPL,184.12
2023-08-30,AAPL,187.65
2023-08-31,AAPL,187.87
2023-09-01,AAPL,189.46
2023-09-05,AAPL,189.7
2023-09-06,AAPL,182.91
2023-09-07,AAPL,177.56
2023-09-08,AAPL,178.18
2023-09-11,AAPL,179.36
2023-09-12,AAPL,176.3
2023-09-13,AAPL,174.21
2023-09-14,AAPL,175.74
2023-09-15,AAPL,175.01
2023-09-18,AAPL,177.97
2023-09-19,AAPL,179.07
2023-09-20,AAPL,175.49
2023-09-21,AAPL,173.93
2023-09-22,AAPL,174.79
2023-09-25,AAPL,176.08
2023-09-26,AAPL,171.96
2023-09-27,AAPL,170.43
2023-09-28,AAPL,170.69
2023-09-29,AAPL,171.21
2023-10-02,AAPL,173.75
2023-10-03,AAPL,172.4
2023-10-04,AAPL,173.66
2023-10-05,AAPL,174.91
2023-10-06,AAPL,177.49
2023-10-09,AAPL,178.99
2023-10-10,AAPL,178.39
2023-10-11,AAPL,179.8
2023-10-12,AAPL,180.71
2023-10-13,AAPL,178.85
2023-10-16,AAPL,178.72
2023-10-17,AAPL,177.15
2023-10-18,AAPL,175.84
2023-10-19,AAPL,175.46
2023-10-20,AAPL,172.88
2023-10-23,AAPL,173
2023-10-24,AAPL,173.44
2023-10-25,AAPL,171.1
2023-10-26,AAPL,166.89
2023-10-27,AAPL,168.22
2023-10-30,AAPL,170.29
2023-10-31,AAPL,170.77
2023-11-01,AAPL,173.97
2023-11-02,AAPL,177.57
2023-11-03,AAPL,176.65
2023-11-06,AAPL,179.23
2023-11-07,AAPL,181.82
2023-11-08,AAPL,182.89
2023-11-09,AAPL,182.41
2023-11-10,AAPL,186.4
2023-11-13,AAPL,184.8
2023-11-14,AAPL,187.44
2023-11-15,AAPL,188.01
2023-11-16,AAPL,189.71
2023-11-17,AAPL,189.69
2023-11-20,AAPL,191.45
2023-11-21,AAPL,190.64
2023-11-22,AAPL,191.31
2023-11-24,AAPL,189.97
2023-11-27,AAPL,189.79
2023-11-28,AAPL,190.4
2023-11-29,AAPL,189.37
2023-11-30,AAPL,189.95
2023-12-01,AAPL,191.24
2023-12-04,AAPL,189.43
2023-12-05,AAPL,193.42
2023-12-06,AAPL,192.32
2023-12-07,AAPL,194.27
2023-12-08,AAPL,195.71
2023-12-11,AAPL,193.18
2023-12-12,AAPL,194.71
2023-12-13,AAPL,197.96
2023-12-14,AAPL,198.11
2023-12-15,AAPL,197.57
2023-12-18,AAPL,195.89
2023-12-19,AAPL,196.94
2023-12-20,AAPL,194.83
2023-12-21,AAPL,194.68
2023-12-22,AAPL,193.6
2023-12-26,AAPL,193.05
2023-12-27,AAPL,193.15
2023-12-28,AAPL,193.58
2023-12-29,AAPL,192.53
2024-01-02,AAPL,185.64
2024-01-03,AAPL,184.25
2024-01-04,AAPL,181.91
2024-01-05,AAPL,181.18
2024-01-08,AAPL,185.56
2024-01-09,AAPL,185.14
2024-01-10,AAPL,186.19
2024-01-11,AAPL,185.59
2024-01-12,AAPL,185.92
2024-01-16,AAPL,183.63
2024-01-17,AAPL,182.68
2024-01-18,AAPL,188.63
2024-01-19,AAPL,191.56
2024-01-22,AAPL,193.89
2024-01-23,AAPL,195.18
2024-01-24,AAPL,194.5
2024-01-25,AAPL,194.17
2024-01-26,AAPL,192.42
2024-01-29,AAPL,191.73
2024-01-30,AAPL,188.04
2024-01-31,AAPL,184.4
2024-02-01,AAPL,186.86
2024-02-02,AAPL,185.85
2024-02-05,AAPL,187.68
2024-02-06,AAPL,189.3
2024-02-07,AAPL,189.41
2024-02-08,AAPL,188.32
2024-02-09,AAPL,188.85
2024-02-12,AAPL,187.15
2024-02-13,AAPL,185.04
2024-02-14,AAPL,184.15
2024-02-15,AAPL,183.86
2024-02-16,AAPL,182.31
2024-02-20,AAPL,181.56
2024-02-21,AAPL,182.32
2024-02-22,AAPL,184.37
2024-02-23,AAPL,182.52
2024-02-26,AAPL,181.16
2024-02-27,AAPL,182.63
2024-02-28,AAPL,181.42
2024-02-29,AAPL,180.75
2024-03-01,AAPL,179.66
2024-03-04,AAPL,175.1
2024-03-05,AAPL,170.12
2024-03-06,AAPL,169.12
2024-03-07,AAPL,169
2024-03-08,AAPL,170.73
2024-03-11,AAPL,172.75
2024-03-12,AAPL,173.23
2024-03-13,AAPL,171.13
2024-03-14,AAPL,173
2024-03-15,AAPL,172.62
2024-03-18,AAPL,173.72
2024-03-19,AAPL,176.08
2024-03-20,AAPL,178.67
2024-03-21,AAPL,171.37
2024-03-22,AAPL,172.28
2024-03-25,AAPL,170.85
2024-03-26,AAPL,169.71
2024-03-27,AAPL,173.31
2024-03-28,AAPL,171.48
2024-04-01,AAPL,170.03
2024-04-02,AAPL,168.84
2024-04-03,AAPL,169.65
2024-04-04,AAPL,168.82
2024-04-05,AAPL,169.58
2024-04-08,AAPL,168.45
2024-04-09,AAPL,169.67
2024-04-10,AAPL,167.78
2024-04-11,AAPL,175.04
2024-04-12,AAPL,176.55
2024-04-15,AAPL,172.69
2024-04-16,AAPL,169.38
2024-04-17,AAPL,168
2024-04-18,AAPL,167.04
2024-04-19,AAPL,165
2024-04-22,AAPL,165.84
2024-04-23,AAPL,166.9
2024-04-24,AAPL,169.02
2024-04-25,AAPL,169.89
2024-04-26,AAPL,169.3
2024-04-29,AAPL,173.5
2024-04-30,AAPL,170.33
2024-05-01,AAPL,169.3
2024-05-02,AAPL,173.03
2024-05-03,AAPL,183.38
2024-05-06,AAPL,181.71
2024-05-07,AAPL,182.4
2024-05-08,AAPL,182.74
2024-05-09,AAPL,184.57
2024-05-10,AAPL,183.05
2024-05-13,AAPL,186.28
2024-05-14,AAPL,187.43
2024-05-15,AAPL,189.72
2024-05-16,AAPL,189.84
2024-05-17,AAPL,189.87
2024-05-20,AAPL,191.04
2024-05-21,AAPL,192.35
2024-05-22,AAPL,190.9
2024-05-23,AAPL,186.88
2024-05-24,AAPL,189.98
2024-05-28,AAPL,189.99
2024-05-29,AAPL,190.29
2024-05-30,AAPL,191.29
2024-05-31,AAPL,192.25
2024-06-03,AAPL,194.03
2024-06-04,AAPL,194.35
2024-06-05,AAPL,195.87
2024-06-06,AAPL,194.48
2024-06-07,AAPL,196.89
2024-06-10,AAPL,193.12
2024-06-11,AAPL,207.15
2024-06-12,AAPL,213.07
2024-06-13,AAPL,214.24
2024-06-14,AAPL,212.49
2024-06-17,AAPL,216.67
2024-06-18,AAPL,214.29
2024-06-20,AAPL,209.68
2024-06-21,AAPL,207.49
2024-06-24,AAPL,208.14
2024-06-25,AAPL,209.07
2024-06-26,AAPL,213.25
2024-06-27,AAPL,214.1
2024-06-28,AAPL,210.62
2024-07-01,AAPL,216.75
2024-07-02,AAPL,220.27
2024-07-03,AAPL,221.55
2024-07-05,AAPL,226.34
2024-07-08,AAPL,227.82
2024-07-09,AAPL,228.68
2024-07-10,AAPL,232.98
2024-07-11,AAPL,227.57
2024-07-12,AAPL,230.54
2024-07-15,AAPL,234.4
2024-07-16,AAPL,234.82
2024-07-17,AAPL,228.88
2024-07-18,AAPL,224.18
2024-07-19,AAPL,224.31
2024-07-22,AAPL,223.96
2024-07-23,AAPL,225.01
2024-07-24,AAPL,218.54
2024-07-25,AAPL,217.49
2024-07-26,AAPL,217.96
2024-07-29,AAPL,218.24
2024-07-30,AAPL,218.8
2024-07-31,AAPL,222.08
2024-08-01,AAPL,218.36
2024-08-02,AAPL,219.86
2024-08-05,AAPL,209.27
2024-08-06,AAPL,207.23
2024-08-07,AAPL,209.82
2024-08-08,AAPL,213.31
2024-08-09,AAPL,216.24
2024-08-12,AAPL,217.53
2024-08-13,AAPL,221.27
2024-08-14,AAPL,221.72
2024-08-15,AAPL,224.72
2024-08-16,AAPL,226.05
2024-08-19,AAPL,225.89
2024-08-20,AAPL,226.51
2024-08-21,AAPL,226.4
2024-08-22,AAPL,224.53
2024-08-23,AAPL,226.84
2024-08-26,AAPL,227.18
2024-08-27,AAPL,228.03
2024-08-28,AAPL,226.49
2024-08-29,AAPL,229.79
2024-08-30,AAPL,229
2024-09-03,AAPL,222.77
2024-09-04,AAPL,220.85
2024-09-05,AAPL,222.38
2024-09-06,AAPL,220.82
2024-09-09,AAPL,220.91
2024-09-10,AAPL,220.11
2024-09-11,AAPL,222.66
2024-09-12,AAPL,222.77
2024-09-13,AAPL,222.5
2024-09-16,AAPL,216.32
2024-09-17,AAPL,216.79
2024-09-18,AAPL,220.69
2024-09-19,AAPL,228.87
2024-09-20,AAPL,228.2
2024-09-23,AAPL,226.47
2024-09-24,AAPL,227.37
2024-09-25,AAPL,226.37
2024-09-26,AAPL,227.52
2024-09-27,AAPL,227.79
2024-09-30,AAPL,233
2024-10-01,AAPL,226.21
2024-10-02,AAPL,226.78
2024-10-03,AAPL,225.67
2024-10-04,AAPL,226.8
2024-10-07,AAPL,221.69
2024-10-08,AAPL,225.77
2024-10-09,AAPL,229.54
2024-10-10,AAPL,229.04
2024-10-11,AAPL,227.55
2024-10-14,AAPL,231.3
2024-10-15,AAPL,233.85
2024-10-16,AAPL,231.78
2024-10-17,AAPL,232.15
2024-10-18,AAPL,235
2024-10-21,AAPL,236.48
2024-10-22,AAPL,235.86
2024-10-23,AAPL,230.76
2024-10-24,AAPL,230.57
2024-10-25,AAPL,231.41
2024-10-28,AAPL,233.4
2024-10-29,AAPL,233.67
2024-10-30,AAPL,230.1
2024-10-31,AAPL,225.91
2024-11-01,AAPL,222.91
2024-11-04,AAPL,222.01
2024-11-05,AAPL,223.45
2024-11-06,AAPL,222.72
2024-11-07,AAPL,227.48
2024-11-08,AAPL,226.96
2024-11-11,AAPL,224.23
2024-11-12,AAPL,224.23
2024-11-13,AAPL,225.12
2024-11-14,AAPL,228.22
2024-11-15,AAPL,225
2024-11-18,AAPL,228.02
2024-11-19,AAPL,228.28
2024-11-20,AAPL,229
2024-11-21,AAPL,228.52
2024-11-22,AAPL,229.87
2024-11-25,AAPL,232.87
2024-11-26,AAPL,235.06
2024-11-27,AAPL,234.93
2024-11-29,AAPL,237.33
2024-12-02,AAPL,239.59
2024-12-03,AAPL,242.65
2024-12-04,AAPL,243.01
2024-12-05,AAPL,243.04
2024-12-06,AAPL,242.84
2024-12-09,AAPL,246.75
2024-12-10,AAPL,247.77
2024-12-11,AAPL,246.49
2024-12-12,AAPL,247.96
2024-12-13,AAPL,248.13
2024-12-16,AAPL,251.04
2024-12-17,AAPL,253.48
2024-12-18,AAPL,248.05
2024-12-19,AAPL,249.79
2024-12-20,AAPL,254.49
2024-12-23,AAPL,255.27
2024-12-24,AAPL,258.2
2024-12-26,AAPL,259.02
2024-12-27,AAPL,255.59
2024-12-30,AAPL,252.2
2024-12-31,AAPL,250.42
2025-01-02,AAPL,243.85
2025-01-03,AAPL,243.36
2025-01-06,AAPL,245
2025-01-07,AAPL,242.21
2025-01-08,AAPL,242.7
2025-01-10,AAPL,236.85
2025-01-13,AAPL,234.4
2025-01-14,AAPL,233.28
2025-01-15,AAPL,237.87
2025-01-16,AAPL,228.26
2025-01-17,AAPL,229.98
2025-01-21,AAPL,222.64
2025-01-22,AAPL,223.83
2025-01-23,AAPL,223.66
2025-01-24,AAPL,222.78
2025-01-27,AAPL,229.86
2025-01-28,AAPL,238.26
2025-01-29,AAPL,239.36
2025-01-30,AAPL,237.59
2025-01-31,AAPL,236
2025-02-03,AAPL,228.01
2025-02-04,AAPL,232.8
2025-02-05,AAPL,232.47
2025-02-06,AAPL,233.22
2025-02-07,AAPL,227.63
2025-02-10,AAPL,227.65
2025-02-11,AAPL,232.62
2025-02-12,AAPL,236.87
2025-02-13,AAPL,241.53
2025-02-14,AAPL,244.6
2025-02-18,AAPL,244.47
2025-02-19,AAPL,244.87
2025-02-20,AAPL,245.83
2025-02-21,AAPL,245.55
2025-02-24,AAPL,247.1
2025-02-25,AAPL,247.04
2025-02-26,AAPL,240.36
2025-02-27,AAPL,237.3
2025-02-28,AAPL,241.84
2025-03-03,AAPL,238.03
2025-03-04,AAPL,235.93
2025-03-05,AAPL,235.74
2025-03-06,AAPL,235.33
2025-03-07,AAPL,239.07
2025-03-10,AAPL,227.48
2025-03-11,AAPL,220.84
2025-03-12,AAPL,216.98
2025-03-13,AAPL,209.68
2025-03-14,AAPL,213.49
2025-03-17,AAPL,214
2025-03-18,AAPL,212.69
2025-03-19,AAPL,215.24
2025-03-20,AAPL,214.1
2025-03-21,AAPL,218.27
2025-03-24,AAPL,220.73
2025-03-25,AAPL,223.75
2025-03-26,AAPL,221.53
2025-03-27,AAPL,223.85
2025-03-28,AAPL,217.9
2025-03-31,AAPL,222.13
2025-04-01,AAPL,223.19
2025-04-02,AAPL,223.89
2025-04-03,AAPL,203.19
2025-04-04,AAPL,188.38
2025-04-07,AAPL,181.46
2025-04-08,AAPL,172.42
2025-04-09,AAPL,198.85
2025-04-10,AAPL,190.42
2025-04-11,AAPL,198.15
2025-04-14,AAPL,202.52
2025-04-15,AAPL,202.14
2025-04-16,AAPL,194.27
2025-04-17,AAPL,196.98
2025-04-21,AAPL,193.16
2025-04-22,AAPL,199.74
2025-04-23,AAPL,204.6
2025-04-24,AAPL,208.37
2025-04-25,AAPL,209.28
2025-04-28,AAPL,210.14
2025-04-29,AAPL,211.21
2025-04-30,AAPL,212.5
2025-05-01,AAPL,213.32
2025-05-02,AAPL,205.35
2025-05-05,AAPL,198.89
2025-05-06,AAPL,198.51
2025-05-07,AAPL,196.25
2025-05-08,AAPL,197.49
2025-05-09,AAPL,198.53
2025-05-12,AAPL,210.79
2025-05-13,AAPL,212.93
2025-05-14,AAPL,212.33
2025-05-15,AAPL,211.45
2025-05-16,AAPL,211.26
2025-05-19,AAPL,208.78
2025-05-20,AAPL,206.86
2025-05-21,AAPL,202.09
2025-05-22,AAPL,201.36
2025-05-23,AAPL,195.27
2025-05-27,AAPL,200.21
2025-05-28,AAPL,200.42
2025-05-29,AAPL,199.95
2025-05-30,AAPL,200.85
2025-06-02,AAPL,201.7
2025-06-03,AAPL,203.27
2025-06-04,AAPL,202.82
2025-06-05,AAPL,200.63
2025-06-06,AAPL,203.92
2025-06-09,AAPL,201.45
2025-06-10,AAPL,202.67
2025-06-11,AAPL,198.78
2025-06-12,AAPL,199.2
2025-06-13,AAPL,196.45
2025-06-16,AAPL,198.42
2025-06-17,AAPL,195.64
2025-06-18,AAPL,196.58
2025-06-20,AAPL,201
2025-06-23,AAPL,201.5
2025-06-24,AAPL,200.3
2025-06-25,AAPL,201.56
2025-06-26,AAPL,201
2025-06-27,AAPL,201.08
2025-06-30,AAPL,205.17
2025-07-01,AAPL,207.82
